Tool,Mode,File,Peak memory used,Runtime,Status,Input reads (mapped),Iteration
perbase base-depth 1 threads -c50000,plp,SRR36374445_hg38.bam,1.618724823,5045.015299,Completed,746655952,1
perbase base-depth 1 threads -c50000,plp,SRR36374445_hg38.bam,1.625255585,5192.825167,Completed,746655952,2
perbase base-depth 12 threads,plp,SRR36374445_hg38.bam,19.66057587,1350.335337,Completed,746655952,0
perbase base-depth 12 threads,plp,SRR36374445_hg38.bam,20.05241394,1350.993979,Completed,746655952,1
perbase base-depth 12 threads,plp,SRR36374445_hg38.bam,18.55215454,1366.393241,Completed,746655952,2
perbase base-depth 12 threads -c50000,plp,SRR36374445_hg38.bam,4.753894806,1281.869421,Completed,746655952,0
perbase base-depth 12 threads -c50000,plp,SRR36374445_hg38.bam,4.791465759,1279.790006,Completed,746655952,1
perbase base-depth 12 threads -c50000,plp,SRR36374445_hg38.bam,4.864887238,1284.252767,Completed,746655952,2
perbase base-depth 4 threads,plp,SRR36374445_hg38.bam,3.585212708,2415.993316,Completed,746655952,0
perbase base-depth 4 threads,plp,SRR36374445_hg38.bam,2.997291565,2421.461187,Completed,746655952,1
perbase base-depth 4 threads,plp,SRR36374445_hg38.bam,3.213432312,2556.720075,Completed,746655952,2
perbase base-depth 4 threads -c50000,plp,SRR36374445_hg38.bam,1.78911972,2858.320496,Completed,746655952,0
perbase base-depth 4 threads -c50000,plp,SRR36374445_hg38.bam,1.685714722,2849.425392,Completed,746655952,1
perbase base-depth 4 threads -c50000,plp,SRR36374445_hg38.bam,1.741809845,2892.159534,Completed,746655952,2
perbase base-depth 8 threads,plp,SRR36374445_hg38.bam,7.662139893,1430.75194,Completed,746655952,0
perbase base-depth 8 threads,plp,SRR36374445_hg38.bam,7.336521149,1423.820052,Completed,746655952,1
perbase base-depth 8 threads,plp,SRR36374445_hg38.bam,7.369571686,1482.100318,Completed,746655952,2
perbase base-depth 8 threads -c50000,plp,SRR36374445_hg38.bam,3.352279663,1524.228314,Completed,746655952,0
perbase base-depth 8 threads -c50000,plp,SRR36374445_hg38.bam,3.434364319,1514.487293,Completed,746655952,1
perbase base-depth 8 threads -c50000,plp,SRR36374445_hg38.bam,3.479053497,1505.211796,Completed,746655952,2
pileuphi 1 threads,histo,SRR36374445_hg38.bam,0.929302216,4816.005201,Completed,746655952,0
pileuphi 1 threads,histo,SRR36374445_hg38.bam,0.900283813,4877.129356,Completed,746655952,1
pileuphi 1 threads,histo,SRR36374445_hg38.bam,0.930789948,4812.009109,Completed,746655952,2
pileuphi 1 threads,plp,SRR36374445_hg38.bam,0.917625427,5741.666953,Completed,746655952,0
pileuphi 1 threads,plp,SRR36374445_hg38.bam,0.94631958,5600.734947,Completed,746655952,1
pileuphi 1 threads,plp,SRR36374445_hg38.bam,0.945091248,5664.936207,Completed,746655952,2
pileuphi 12 threads,histo,SRR36374445_hg38.bam,1.587104797,652.4000821,Completed,746655952,0
pileuphi 12 threads,histo,SRR36374445_hg38.bam,1.574207306,654.5357571,Completed,746655952,1
pileuphi 12 threads,histo,SRR36374445_hg38.bam,1.587341309,651.6567831,Completed,746655952,2
pileuphi 12 threads,plp,SRR36374445_hg38.bam,1.472835541,773.9226711,Completed,746655952,0
pileuphi 12 threads,plp,SRR36374445_hg38.bam,1.522964478,768.9910452,Completed,746655952,1
pileuphi 12 threads,plp,SRR36374445_hg38.bam,1.456630707,767.7970808,Completed,746655952,2
pileuphi 4 threads,histo,SRR36374445_hg38.bam,1.20167923,1274.55418,Completed,746655952,0
pileuphi 4 threads,histo,SRR36374445_hg38.bam,1.137470245,1307.899212,Completed,746655952,1
pileuphi 4 threads,histo,SRR36374445_hg38.bam,1.128803253,1273.192708,Completed,746655952,2
pileuphi 4 threads,plp,SRR36374445_hg38.bam,1.134567261,1447.352785,Completed,746655952,0
pileuphi 4 threads,plp,SRR36374445_hg38.bam,1.13451767,1449.851975,Completed,746655952,1
pileuphi 4 threads,plp,SRR36374445_hg38.bam,1.09413147,1477.307492,Completed,746655952,2
pileuphi 8 threads,histo,SRR36374445_hg38.bam,1.326553345,732.6316919,Completed,746655952,0
pileuphi 8 threads,histo,SRR36374445_hg38.bam,1.296672821,733.0807822,Completed,746655952,1
pileuphi 8 threads,histo,SRR36374445_hg38.bam,1.301151276,733.6738241,Completed,746655952,2
pileuphi 8 threads,plp,SRR36374445_hg38.bam,1.332660675,870.168956,Completed,746655952,0
pileuphi 8 threads,plp,SRR36374445_hg38.bam,1.334720612,872.7816782,Completed,746655952,1
pileuphi 8 threads,plp,SRR36374445_hg38.bam,1.262306213,877.6589499,Completed,746655952,2
sambamba mpileup 1 threads,plp,SRR36374445_hg38.bam,1.324588776,7308.599257,Completed,746655952,0
sambamba mpileup 1 threads,plp,SRR36374445_hg38.bam,1.277423859,7157.062654,Completed,746655952,1
sambamba mpileup 1 threads,plp,SRR36374445_hg38.bam,1.388988495,7189.143088,Completed,746655952,2
sambamba mpileup 12 threads,plp,SRR36374445_hg38.bam,6.492893219,2431.89833,Completed,746655952,0
sambamba mpileup 12 threads,plp,SRR36374445_hg38.bam,6.582214355,2438.192392,Completed,746655952,1
sambamba mpileup 12 threads,plp,SRR36374445_hg38.bam,6.256019592,2434.184045,Completed,746655952,2
sambamba mpileup 4 threads,plp,SRR36374445_hg38.bam,2.987236023,2409.179961,Completed,746655952,0
sambamba mpileup 4 threads,plp,SRR36374445_hg38.bam,2.834117889,2348.858153,Completed,746655952,1
sambamba mpileup 4 threads,plp,SRR36374445_hg38.bam,3.149177551,2621.0767,Completed,746655952,2
sambamba mpileup 8 threads,plp,SRR36374445_hg38.bam,4.44298172,1871.257895,Completed,746655952,0
sambamba mpileup 8 threads,plp,SRR36374445_hg38.bam,4.595264435,1959.223431,Completed,746655952,1
sambamba mpileup 8 threads,plp,SRR36374445_hg38.bam,4.854465485,2061.823667,Completed,746655952,2
samtools mpileup,plp,SRR36374445_hg38.bam,1.030239105,6687.278375,Completed,746655952,0
samtools mpileup,plp,SRR36374445_hg38.bam,1.0311203,6601.121311,Completed,746655952,1
samtools mpileup,plp,SRR36374445_hg38.bam,1.033973694,6468.744845,Completed,746655952,2
